TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA,0xc003,168,TLSECC
TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA,0xc004,128,TLSECC
TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA,0xc005,256,TLSECC
TLS_ECDHE_ECDSA_WITH_NULL_SHA,0xc006,0,TLSECC
TLS_ECDHE_ECDSA_WITH_RC4_128_SHA,0xc007,128,TLSECC
TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA,0xc008,168,TLSECC
TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,0xc009,128,TLSECC
TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,0xc00a,256,TLSECC
TLS_ECDH_RSA_WITH_NULL_SHA,0xc00b,0,TLSECC
TLS_ECDH_RSA_WITH_RC4_128_SHA,0xc00c,128,TLSECC
TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA,0xc00d,168,TLSECC
TLS_ECDH_RSA_WITH_AES_128_CBC_SHA,0xc00e,128,TLSECC
TLS_ECDH_RSA_WITH_AES_256_CBC_SHA,0xc00f,256,TLSECC
TLS_ECDHE_RSA_WITH_NULL_SHA,0xc010,0,TLSECC
TLS_ECDHE_RSA_WITH_RC4_128_SHA,0xc011,128,TLSECC
TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA,0xc012,168,TLSECC
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,0xc013,128,TLSECC
TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,0xc014,256,TLSECC
TLS_ECDH_anon_WITH_NULL_SHA,0xc015,0,TLSECC
TLS_ECDH_anon_WITH_RC4_128_SHA,0xc016,128,TLSECC
TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA,0xc017,168,TLSECC
TLS_ECDH_anon_WITH_AES_128_CBC_SHA,0xc018,128,TLSECC
TLS_ECDH_anon_WITH_AES_256_CBC_SHA,0xc019,256,TLSECC
TLS_SRP_SHA_WITH_3DES_EDE_CBC_SHA,0xc01a,168,TLSSRP
TLS_SRP_SHA_RSA_WITH_3DES_EDE_CBC_SHA,0xc01b,168,TLSSRP
TLS_SRP_SHA_DSS_WITH_3DES_EDE_CBC_SHA,0xc01c,168,TLSSRP
TLS_SRP_SHA_WITH_AES_128_CBC_SHA,0xc01d,128,TLSSRP
TLS_SRP_SHA_RSA_WITH_AES_128_CBC_SHA,0xc01e,128,TLSSRP
TLS_SRP_SHA_DSS_WITH_AES_128_CBC_SHA,0xc01f,128,TLSSRP
TLS_SRP_SHA_WITH_AES_256_CBC_SHA,0xc020,256,TLSSRP
TLS_SRP_SHA_RSA_WITH_AES_256_CBC_SHA,0xc021,256,TLSSRP
TLS_SRP_SHA_DSS_WITH_AES_256_CBC_SHA,0xc022,256,TLSSRP
#TLS_PSK_WITH_NULL_SHA,0x2c,0,TLSPSK-NULL
#TLS_DHE_PSK_WITH_NULL_SHA,0x2d,0,TLSPSK-NULL
#TLS_RSA_PSK_WITH_NULL_SHA,0x2e,0,TLSPSK-NULL
TLS_NULL_WITH_NULL_NULL,0x00,0,TLS_1_2
TLS_RSA_WITH_NULL_MD5,0x01,0,TLS_1_2
TLS_RSA_WITH_NULL_SHA,0x02,0,TLS_1_2
TLS_RSA_WITH_RC4_128_MD5,0x04,128,TLS_1_2
TLS_RSA_WITH_RC4_128_SHA,0x05,128,TLS_1_2
TLS_RSA_WITH_3DES_EDE_CBC_SHA,0x0a,168,TLS_1_2
TLS_RSA_WITH_AES_128_CBC_SHA,0x2f,128,TLS_1_2
TLS_RSA_WITH_AES_256_CBC_SHA,0x35,256,TLS_1_2
TLS_RSA_WITH_AES_128_CBC_SHA256,0x3c,128,TLS_1_2
TLS_RSA_WITH_AES_256_CBC_SHA256,0x3d,256,TLS_1_2
TLS_DH_DSS_WITH_3DES_EDE_CBC_SHA,0x0d,168,TLS_1_2
TLS_DH_RSA_WITH_3DES_EDE_CBC_SHA,0x10,168,TLS_1_2
TLS_DHE_DSS_WITH_3DES_EDE_CBC_SHA,0x13,168,TLS_1_2
TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA,0x16,168,TLS_1_2
TLS_DH_DSS_WITH_AES_128_CBC_SHA,0x30,128,TLS_1_2
TLS_DH_RSA_WITH_AES_128_CBC_SHA,0x31,128,TLS_1_2
TLS_DHE_DSS_WITH_AES_128_CBC_SHA,0x32,128,TLS_1_2
TLS_DHE_RSA_WITH_AES_128_CBC_SHA,0x33,128,TLS_1_2
TLS_DH_DSS_WITH_AES_256_CBC_SHA,0x36,256,TLS_1_2
TLS_DH_RSA_WITH_AES_256_CBC_SHA,0x37,256,TLS_1_2
TLS_DHE_DSS_WITH_AES_256_CBC_SHA,0x38,256,TLS_1_2
TLS_DHE_RSA_WITH_AES_256_CBC_SHA,0x39,256,TLS_1_2
TLS_DH_DSS_WITH_AES_128_CBC_SHA256,0x3e,128,TLS_1_2
TLS_DH_RSA_WITH_AES_128_CBC_SHA256,0x3f,128,TLS_1_2
TLS_DHE_DSS_WITH_AES_128_CBC_SHA256,0x40,128,TLS_1_2
TLS_RSA_EXPORT1024_WITH_RC4_56_MD5,0x60,56,56BIT
TLS_RSA_EXPORT1024_WITH_RC2_CBC_56_MD5,0x61,56,56BIT
TLS_RSA_EXPORT1024_WITH_DES_CBC_SHA,0x62,56,56BIT
TLS_DHE_DSS_EXPORT1024_WITH_DES_CBC_SHA,0x63,56,56BIT
TLS_RSA_EXPORT1024_WITH_RC4_56_SHA,0x64,56,56BIT
TLS_DHE_DSS_EXPORT1024_WITH_RC4_56_SHA,0x65,56,56BIT
TLS_DHE_DSS_WITH_RC4_128_SHA,0x66,128,56BIT
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256,0x67,128,TLS_1_2
TLS_DH_DSS_WITH_AES_256_CBC_SHA256,0x68,256,TLS_1_2
TLS_DH_RSA_WITH_AES_256_CBC_SHA256,0x69,256,TLS_1_2
TLS_DHE_DSS_WITH_AES_256_CBC_SHA256,0x6a,256,TLS_1_2
TLS_DHE_RSA_WITH_AES_256_CBC_SHA256,0x6b,256,TLS_1_2
TLS_DH_anon_WITH_RC4_128_MD5,0x18,128,TLS_1_2
TLS_DH_anon_WITH_3DES_EDE_CBC_SHA,0x1b,168,TLS_1_2
TLS_DH_anon_WITH_AES_128_CBC_SHA,0x34,128,TLS_1_2
TLS_DH_anon_WITH_AES_256_CBC_SHA,0x3a,256,TLS_1_2
TLS_DH_anon_WITH_AES_128_CBC_SHA256,0x6c,128,TLS_1_2
TLS_DH_anon_WITH_AES_256_CBC_SHA256,0x6d,256,TLS_1_2
TLS_RSA_WITH_AES_128_GCM_SHA256,0x9c,128,TLSAES-GCM
TLS_RSA_WITH_AES_256_GCM_SHA384,0x9d,256,TLSAES-GCM
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,0x9e,128,TLSAES-GCM
TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,0x9f,256,TLSAES-GCM
TLS_DH_RSA_WITH_AES_128_GCM_SHA256,0xa0,128,TLSAES-GCM
TLS_DH_RSA_WITH_AES_256_GCM_SHA384,0xa1,256,TLSAES-GCM
TLS_DHE_DSS_WITH_AES_128_GCM_SHA256,0xa2,128,TLSAES-GCM
TLS_DHE_DSS_WITH_AES_256_GCM_SHA384,0xa3,256,TLSAES-GCM
TLS_DH_DSS_WITH_AES_128_GCM_SHA256,0xa4,128,TLSAES-GCM
TLS_DH_DSS_WITH_AES_256_GCM_SHA384,0xa5,256,TLSAES-GCM
TLS_DH_anon_WITH_AES_128_GCM_SHA256,0xa6,128,TLSAES-GCM
TLS_DH_anon_WITH_AES_256_GCM_SHA384,0xa7,256,TLSAES-GCM
TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,0xc023,128,TLSECC-GCM
TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,0xc024,256,TLSECC-GCM
TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA256,0xc025,128,TLSECC-GCM
TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384,0xc026,256,TLSECC-GCM
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,0xc027,128,TLSECC-GCM
TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,0xc028,256,TLSECC-GCM
TLS_ECDH_RSA_WITH_AES_128_CBC_SHA256,0xc029,128,TLSECC-GCM
TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384,0xc02a,256,TLSECC-GCM
TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,0xc02b,128,TLSECC-GCM
TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,0xc02c,256,TLSECC-GCM
TLS_ECDH_ECDSA_WITH_AES_128_GCM_SHA256,0xc02d,128,TLSECC-GCM
TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384,0xc02e,256,TLSECC-GCM
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,0xc02f,128,TLSECC-GCM
TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,0xc030,256,TLSECC-GCM
TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256,0xc031,128,TLSECC-GCM
TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384,0xc032,256,TLSECC-GCM
SSL_RSA_FIPS_WITH_3DES_EDE_CBC_SHA,0xffe0,168,NSS
SSL_RSA_FIPS_WITH_DES_CBC_SHA,0xffe1,56,NSS
SSL_RSA_FIPS_WITH_DES_CBC_SHA,0xfefe,56,NSS
SSL_RSA_FIPS_WITH_3DES_EDE_CBC_SHA,0xfeff,168,NSS
TLS_EMPTY_RENEGOTIATION_INFO_SCSV,0xff,0,RI
